ReviewID,ProductID,ProductName,CustomerID,CustomerName,Rating,ReviewText,ReviewDate,CategoryName
1538,86,博世 智能洗衣机 Standard,BB289,通际名联科技有限公司移动应用开发,3.3,智能洗衣机的质量还可以，智能化程度高，不过画质模糊。,2025-10-18,智能洗衣机
535,28,亚马逊 智能洗衣机 Standard,FN751,图龙信息传媒有限公司云计算,3.4,使用后感觉，这款亚马逊 智能洗衣机 Standard也没有特别失望。快速启动设计得比较合理。不过使用久了会发现一些小问题。有点贵了，但质量确实好。,2025-10-17,智能洗衣机
744,15,博世 智能洗衣机 Elite,MN973,超艺网络有限公司电子商务,4.3,这款产品的一键控制特别好用，在夜间使用时特别方便。,2025-10-17,智能洗衣机
1819,45,格力 智能门铃 Lite,MW869,创联世纪网络有限公司智能科技,3.4,说实话，这款格力 智能门铃 Lite总体来说还可以。智能联动设计得比较合理。最让我失望的是信号强度有点问题。不太推荐购买。,2025-10-17,智能门铃
1485,54,LG 智能灯具 Pro,VG866,快讯信息有限公司大数据分析,4.0,个人认为，这款智能灯具真的很不错。不过自动调节功能特别实用。如果非要说缺点的话，可能就是使用说明不清。便宜没好货，这句话在这里很适用。,2025-10-15,智能灯具
1736,46,博世 智能电饭煲 Max,WW907,创亿信息有限公司移动应用开发,3.9,智能电饭煲的质量还可以，操作简单，不过反应迟钝。,2025-10-15,智能电饭煲
266,44,亚马逊 智能加湿器 Lite,SG571,凌云信息有限公司区块链技术,3.3,这款产品优缺点都有，质量很好，但续航时间短。,2025-10-14,智能加湿器
481,99,LG 智能扫地机器人 Advanced,OP489,迪摩网络有限公司移动应用开发,4.4,这款智能扫地机器人质量很好，质量很好。总体来说很满意。,2025-10-14,智能扫地机器人
561,73,苹果 智能音箱 Plus,ZS800,华成育卓网络有限公司物联网,1.4,不推荐这款智能音箱，功能单一，很失望。,2025-10-14,智能音箱
587,39,松下 智能电视 Elite,MF124,南康传媒有限公司虚拟现实,1.3,不推荐这款智能电视，耗电量大，很失望。,2025-10-14,智能电视
731,60,华为 智能扫地机器人 Standard,TS482,昂歌信息网络有限公司数字科技,2.5,试用了几天，这款华为 智能扫地机器人 Standard完全不符合预期。使用不到一周就出现了异常。已经申请退款了。,2025-10-14,智能扫地机器人
1219,79,飞利浦 智能插座 Pro,WM652,明腾网络有限公司互联网服务,2.4,收到货后，这款智能插座不推荐购买。电池寿命简直无法忍受。唯一值得称赞的可能就是售后服务态度好。,2025-10-13,智能插座
1412,6,索尼 智能扫地机器人 Lite,DZ282,良诺信息有限公司移动应用开发,1.3,使用一周后出现故障，音质一般，售后服务也不好。,2025-10-13,智能扫地机器人
1793,12,小米 智能门锁 Pro,RX839,七喜信息有限公司数字科技,4.4,在晚上睡前时使用效果很好，特别是高清画质功能。,2025-10-13,智能门锁
286,74,美的 智能门锁 Plus,RG624,联通时科信息有限公司物联网,2.1,说实话，这款美的 智能门锁 Plus完全不符合预期。在工作时时完全不能正常工作。希望厂家能重视这些问题。,2025-10-12,智能门锁
551,59,格力 智能空调 Plus,OP489,迪摩网络有限公司移动应用开发,3.4,智能空调的质量还可以，反应灵敏，不过音质一般。,2025-10-12,智能空调
1206,93,松下 智能音箱 Standard,CP557,良诺信息有限公司信息技术,1.5,使用一周后出现故障，操作复杂，售后服务也不好。,2025-10-12,智能音箱
1282,97,海尔智慧家庭 智能门铃 Ultra,BI779,商软冠联传媒有限公司物联网,4.6,从我的使用体验来看，这款智能门铃功能很强大。除此之外语音识别功能特别实用。比实体店看到的品质更好。可以考虑其他品牌的同类产品。,2025-10-12,智能门铃
1644,20,谷歌 智能门铃 Lite,YK404,数字100科技有限公司人工智能,3.8,试用了几天，这款智能门铃功能基本满足需求。在晚上睡前时使用体验还不错。值得一提的是缺点是价格偏高。希望厂家能改进这些问题。,2025-10-12,智能门铃
501,85,海尔智慧家庭 智能空调 Ultra,CH892,信诚致远科技有限公司虚拟现实,1.2,使用一周后出现故障，安装困难，售后服务也不好。,2025-10-11,智能空调
1192,99,LG 智能扫地机器人 Advanced,WM652,明腾网络有限公司互联网服务,4.3,作为第一次购买这类产品的新手，这款LG 智能扫地机器人 Advanced超出我的预期。最重要的是定时功能是我最喜欢的部分。整体体验不错。,2025-10-11,智能扫地机器人
1548,47,亚马逊 智能音箱 Lite,HV669,泰麒麟信息有限公司金融科技,2.2,使用一周后出现故障，续航时间短，售后服务也不好。,2025-10-09,智能音箱
630,67,格力 智能窗帘 Plus,GG174,联通时科科技有限公司移动应用开发,1.4,不推荐这款智能窗帘，操作复杂，很失望。,2025-10-08,智能窗帘
1249,39,松下 智能电视 Elite,EZ177,四通传媒有限公司信息技术,4.6,这款智能电视质量很好，稳定性好。总体来说很满意。,2025-10-08,智能电视
1827,46,博世 智能电饭煲 Max,HS034,济南亿次元网络有限公司数字科技,2.6,这款产品有严重问题，售后服务差，已经申请退款。,2025-10-08,智能电饭煲
475,29,海尔智慧家庭 智能开关 Ultra,GG174,联通时科科技有限公司移动应用开发,4.3,这款智能开关质量很好，性价比高。总体来说很满意。,2025-10-07,智能开关
759,19,海尔智慧家庭 智能电饭煲 Standard,XS318,通际名联信息有限公司区块链技术,4.6,这款智能电饭煲质量很好，稳定性好。总体来说很满意。,2025-10-06,智能电饭煲
1377,24,华为 智能摄像头 Standard,XF175,新格林耐特网络有限公司科技公司,3.9,总体来说还行，兼容性强，就是安装困难。,2025-10-06,智能摄像头
324,12,小米 智能门锁 Pro,KM231,鸿睿思博网络有限公司人工智能,3.8,在早晨起床使用还不错，但在其他情况下表现一般。,2025-10-05,智能门锁
929,33,亚马逊 智能电视 Standard,GH966,数字100传媒有限公司物联网,2.9,这款产品有严重问题，使用说明不清，已经申请退款。,2025-10-05,智能电视
1732,99,LG 智能扫地机器人 Advanced,MW869,创联世纪网络有限公司智能科技,1.7,使用一周后出现故障，安装困难，售后服务也不好。,2025-10-05,智能扫地机器人
55,95,索尼 智能灯具 Advanced,XK740,戴硕电子网络有限公司人工智能,4.9,在做饭时时使用效果很好，特别是智能联动功能。,2025-10-04,智能灯具
450,58,谷歌 智能手环 Mini,JF161,鑫博腾飞网络有限公司科技公司,3.2,总体来说还行，智能化程度高，就是使用说明不清。,2025-10-04,智能手环
1599,33,亚马逊 智能电视 Standard,ME937,和泰信息有限公司智能科技,2.9,这款产品有严重问题，操作复杂，已经申请退款。,2025-10-03,智能电视
27,6,索尼 智能扫地机器人 Lite,PP445,新宇龙信息科技有限公司科技公司,2.1,电池寿命问题很严重，完全不值这个价格。,2025-10-02,智能扫地机器人
592,72,小米 智能洗衣机 Pro,HS034,济南亿次元网络有限公司数字科技,2.4,对这款智能洗衣机非常不满意，续航时间短，浪费钱。,2025-10-02,智能洗衣机
878,23,美的 智能摄像头 Max,JL382,中建创业网络有限公司信息技术,4.3,这款智能摄像头的智能学习功能很实用，稳定性好。,2025-10-02,智能摄像头
602,11,飞利浦 智能净水器 Lite,PA744,图龙信息科技有限公司金融科技,3.6,这款产品优缺点都有，节能环保，但反应迟钝。,2025-10-01,智能净水器
1124,52,美的 智能加湿器 Advanced,OP489,迪摩网络有限公司移动应用开发,3.7,智能加湿器的质量还可以，智能化程度高，不过功能单一。,2025-10-01,智能加湿器
1500,78,华为 智能音箱 Lite,UE097,恩悌网络有限公司大数据分析,3.5,不得不说，这款华为 智能音箱 Lite功能基本满足需求。在做饭时时使用体验还不错。同时连接稳定性有点问题。整体体验不错。,2025-10-01,智能音箱
380,80,西门子 智能体重秤 Advanced,XE484,易动力网络有限公司物联网,4.9,非常满意这次购买，画质清晰，送货也很快。,2025-09-29,智能体重秤
414,95,索尼 智能灯具 Advanced,TS965,迪摩科技有限公司智能科技,5.0,使用了一个月，节能环保，没有发现任何问题。,2025-09-29,智能灯具
1535,55,格力 智能音箱 Lite,NP027,和泰信息有限公司大数据分析,1.0,使用一周后出现故障，价格偏高，售后服务也不好。,2025-09-29,智能音箱
1873,21,西门子 智能灯具 Elite,ZS800,华成育卓网络有限公司物联网,4.7,使用了一个月，安装方便，没有发现任何问题。,2025-09-29,智能灯具
435,14,谷歌 智能加湿器 Pro,FA748,彩虹科技有限公司生物科技,4.6,智能加湿器的设计很人性化，功能齐全，值得推荐。,2025-09-28,智能加湿器
1018,60,华为 智能扫地机器人 Standard,FN751,图龙信息传媒有限公司云计算,2.5,必须承认，这款华为 智能扫地机器人 Standard使用体验很差。使用不到一周就出现了问题。唯一值得称赞的可能就是价格便宜。不推荐任何人购买。,2025-09-28,智能扫地机器人
1063,79,飞利浦 智能插座 Pro,JF161,鑫博腾飞网络有限公司科技公司,4.3,使用了一个月，音质出色，没有发现任何问题。,2025-09-28,智能插座
1354,38,小米 智能电饭煲 Max,SP499,诺依曼软件传媒有限公司网络安全,4.6,不得不说，这款小米 智能电饭煲 Max很好用。尤其是在看电影时时表现尤为出色。如果非要说缺点的话，价格稍微贵了一点。总体来说还是很满意的。,2025-09-27,智能电饭煲
1378,38,小米 智能电饭煲 Max,PD136,雨林木风计算机传媒有限公司物联网,2.9,使用一周后出现故障，耗电量大，售后服务也不好。,2025-09-27,智能电饭煲
905,72,小米 智能洗衣机 Pro,UK650,思优传媒有限公司网络安全,2.4,使用后感觉，这款小米 智能洗衣机 Pro很失望。使用不到一周就出现了故障。唯一值得称赞的可能就是外观设计还不错。以后不会再考虑这个品牌的产品。,2025-09-26,智能洗衣机
1128,64,华为 智能体重秤 Lite,VG356,国讯信息有限公司金融科技,3.9,在工作时使用还不错，但在其他情况下表现一般。,2025-09-26,智能体重秤
1773,63,格力 智能手环 Basic,CQ342,浙大万朋信息有限公司互联网服务,1.3,噪音控制问题很严重，完全不值这个价格。,2025-09-26,智能手环
82,17,海尔智慧家庭 智能电饭煲 Max,MW869,创联世纪网络有限公司智能科技,1.5,散热问题问题很严重，完全不值这个价格。,2025-09-25,智能电饭煲
681,96,飞利浦 智能马桶 Ultra,LC746,创亿科技有限公司科技公司,1.8,试用了几天，这款飞利浦 智能马桶 Ultra功能实现得很糟糕。主要问题在于画质模糊。不推荐任何人购买。,2025-09-25,智能马桶
1149,37,LG 智能电视 Elite,GD537,浦华众城传媒有限公司数字科技,4.3,在工作时时使用效果很好，特别是静音设计功能。,2025-09-25,智能电视
1170,93,松下 智能音箱 Standard,YK404,数字100科技有限公司人工智能,3.1,智能音箱的质量还可以，音质出色，不过价格偏高。,2025-09-25,智能音箱
574,89,松下 智能空气净化器 Ultra,AT393,太极网络有限公司网络安全,1.1,不推荐这款智能空气净化器，画质模糊，很失望。,2025-09-24,智能空气净化器
595,76,华为 智能马桶 Elite,ZI402,巨奥传媒有限公司科技公司,2.5,对这款智能马桶非常不满意，兼容性差，浪费钱。,2025-09-24,智能马桶
982,51,西门子 智能电饭煲 Basic,CP557,良诺信息有限公司信息技术,3.4,作为第一次购买这类产品的新手，这款智能电饭煲质量还行。优点是兼容性强。可惜的是缺点是做工一般。有点贵了，但质量确实好。,2025-09-24,智能电饭煲
202,94,华为 智能马桶 Max,JL382,中建创业网络有限公司信息技术,1.6,散热问题问题很严重，完全不值这个价格。,2025-09-23,智能马桶
1570,7,格力 智能空调 Elite,JE131,昊嘉信息有限公司云计算,3.2,这款产品优缺点都有，性价比高，但兼容性差。,2025-09-23,智能空调
687,10,美的 智能开关 Elite,BA641,黄石金承信息有限公司网络安全,3.1,总体来说还行，安装方便，就是售后服务差。,2025-09-22,智能开关
751,89,松下 智能空气净化器 Ultra,FN751,图龙信息传媒有限公司云计算,4.1,这款产品的一键控制特别好用，在日常使用时特别方便。,2025-09-22,智能空气净化器
897,42,飞利浦 智能冰箱 Elite,HV669,泰麒麟信息有限公司金融科技,4.9,这款智能冰箱质量很好，兼容性强。总体来说很满意。,2025-09-21,智能冰箱
1296,64,华为 智能体重秤 Lite,RX839,七喜信息有限公司数字科技,2.3,使用一周后出现故障，智能化程度低，售后服务也不好。,2025-09-20,智能体重秤
1687,93,松下 智能音箱 Standard,MN973,超艺网络有限公司电子商务,3.1,这款产品优缺点都有，功能齐全，但续航时间短。,2025-09-20,智能音箱
1782,38,小米 智能电饭煲 Max,HD935,四通信息有限公司人工智能,2.3,电池寿命问题很严重，完全不值这个价格。,2025-09-20,智能电饭煲
372,87,博世 智能灯具 Mini,EZ177,四通传媒有限公司信息技术,3.8,这款智能灯具一般，画质清晰，但是信号强度有点问题。,2025-09-19,智能灯具
375,25,博世 智能扫地机器人 Advanced,HB450,和泰信息有限公司人工智能,4.8,我觉得，这款博世 智能扫地机器人 Advanced真的很不错。最让我失望的是在工作时时表现尤为出色。建议慎重考虑。,2025-09-18,智能扫地机器人
1251,54,LG 智能灯具 Pro,LM896,趋势网络有限公司移动应用开发,4.4,在做饭时时使用效果很好，特别是高清画质功能。,2025-09-17,智能灯具
1346,95,索尼 智能灯具 Advanced,BZ875,良诺信息有限公司金融科技,2.4,使用一周后出现故障，耗电量大，售后服务也不好。,2025-09-17,智能灯具
1390,66,三星 智能音箱 Ultra,RG624,联通时科信息有限公司物联网,3.0,经过一段时间使用，这款三星 智能音箱 Ultra质量还行。高清画质设计得比较合理。同时在家庭聚会场景下表现一般。期待下一代产品能有所改进。,2025-09-17,智能音箱
1554,74,美的 智能门锁 Plus,UX006,通际名联传媒有限公司云计算,4.4,在晚上睡前时使用效果很好，特别是省电模式功能。,2025-09-17,智能门锁
251,52,美的 智能加湿器 Advanced,HV669,泰麒麟信息有限公司金融科技,4.6,在晚上睡前时使用效果很好，特别是智能联动功能。,2025-09-16,智能加湿器
767,69,博世 智能电饭煲 Ultra,CH892,信诚致远科技有限公司虚拟现实,4.2,购买后，这款博世 智能电饭煲 Ultra真的很不错。更让我满意的是在晚上睡前时表现尤为出色。如果非要说缺点的话，说明书不够详细。整体体验不错。,2025-09-16,智能电饭煲
881,18,小米 智能门锁 Standard,BB289,通际名联科技有限公司移动应用开发,1.5,不推荐这款智能门锁，智能化程度低，很失望。,2025-09-16,智能门锁
1079,52,美的 智能加湿器 Advanced,CQ342,浙大万朋信息有限公司互联网服务,4.7,这款智能加湿器质量很好，画质清晰。总体来说很满意。,2025-09-16,智能加湿器
1826,29,海尔智慧家庭 智能开关 Ultra,FC851,飞海科技网络有限公司移动应用开发,3.9,智能开关的质量还可以，功能齐全，不过耗电量大。,2025-09-16,智能开关
387,30,海尔智慧家庭 智能冰箱 Basic,FO691,良诺传媒有限公司金融科技,2.0,连接稳定性问题很严重，完全不值这个价格。,2025-09-15,智能冰箱
580,82,小米 智能手环 Pro,XJ301,思优信息有限公司虚拟现实,3.4,这款产品优缺点都有，续航时间长，但安装困难。,2025-09-15,智能手环
1043,11,飞利浦 智能净水器 Lite,PD136,雨林木风计算机传媒有限公司物联网,2.5,使用一周后出现故障，安装困难，售后服务也不好。,2025-09-15,智能净水器
1930,69,博世 智能电饭煲 Ultra,XC404,维旺明信息有限公司大数据分析,3.8,从我的使用体验来看，这款博世 智能电饭煲 Ultra质量还行。优点是质量很好。而且使用久了会发现一些小问题。希望厂家能改进这些问题。,2025-09-15,智能电饭煲
673,51,西门子 智能电饭煲 Basic,LM896,趋势网络有限公司移动应用开发,2.9,信号强度问题很严重，完全不值这个价格。,2025-09-14,智能电饭煲
1419,1,博世 智能洗衣机 Ultra,VG356,国讯信息有限公司金融科技,1.5,作为第一次购买这类产品的新手，这款智能洗衣机很失望。使用不到一周就出现了失灵。希望厂家能重视这些问题。,2025-09-14,智能洗衣机
885,28,亚马逊 智能洗衣机 Standard,FO691,良诺传媒有限公司金融科技,1.9,噪音控制问题很严重，完全不值这个价格。,2025-09-13,智能洗衣机
977,6,索尼 智能扫地机器人 Lite,WX552,时空盒数字传媒有限公司互联网服务,4.2,这款产品的定时功能特别好用，在日常使用时特别方便。,2025-09-13,智能扫地机器人
365,20,谷歌 智能门铃 Lite,UJ111,时空盒数字网络有限公司大数据分析,2.2,不推荐这款智能门铃，做工一般，很失望。,2025-09-12,智能门铃
559,69,博世 智能电饭煲 Ultra,UX006,通际名联传媒有限公司云计算,2.9,对这款智能电饭煲非常不满意，功能单一，浪费钱。,2025-09-12,智能电饭煲
643,38,小米 智能电饭煲 Max,DZ282,良诺信息有限公司移动应用开发,4.0,这款智能电饭煲的自动调节功能很实用，做工精细。,2025-09-12,智能电饭煲
737,12,小米 智能门锁 Pro,XF063,同兴万点传媒有限公司移动应用开发,4.5,非常满意这次购买，兼容性强，送货也很快。,2025-09-12,智能门锁
1326,76,华为 智能马桶 Elite,XF175,新格林耐特网络有限公司科技公司,4.4,这款智能马桶的自动调节功能很实用，功能齐全。,2025-09-12,智能马桶
269,16,苹果 智能冰箱 Pro,CP557,良诺信息有限公司信息技术,3.5,智能冰箱的质量还可以，画质清晰，不过做工一般。,2025-09-11,智能冰箱
909,57,索尼 智能空调 Standard,ME427,太极传媒有限公司物联网,4.1,非常满意这次购买，功能齐全，送货也很快。,2025-09-11,智能空调
1069,28,亚马逊 智能洗衣机 Standard,YK404,数字100科技有限公司人工智能,2.3,电池寿命问题很严重，完全不值这个价格。,2025-09-11,智能洗衣机
1881,95,索尼 智能灯具 Advanced,XF063,同兴万点传媒有限公司移动应用开发,3.4,这款智能灯具一般，音质出色，但是连接稳定性有点问题。,2025-09-11,智能灯具
197,68,谷歌 智能空气净化器 Mini,HB450,和泰信息有限公司人工智能,2.7,这款产品有严重问题，智能化程度低，已经申请退款。,2025-09-10,智能空气净化器
1073,43,华为 智能灯具 Max,BM923,恩悌网络有限公司云计算,4.2,在做饭时时使用效果很好，特别是省电模式功能。,2025-09-10,智能灯具
407,89,松下 智能空气净化器 Ultra,JL382,中建创业网络有限公司信息技术,1.9,经过一段时间使用，这款松下 智能空气净化器 Ultra质量太差。散热问题简直无法忍受。希望厂家能重视这些问题。,2025-09-09,智能空气净化器
788,70,松下 智能电饭煲 Standard,UH169,富罳网络有限公司互联网服务,1.1,用了一段时间，这款松下 智能电饭煲 Standard使用体验很差。使用不到一周就出现了异常。唯一值得称赞的可能就是包装很精美。,2025-09-09,智能电饭煲
1896,55,格力 智能音箱 Lite,MN973,超艺网络有限公司电子商务,1.5,不推荐这款智能音箱，音质一般，很失望。,2025-09-09,智能音箱
762,60,华为 智能扫地机器人 Standard,XF175,新格林耐特网络有限公司科技公司,1.9,经过一段时间使用，这款智能扫地机器人功能实现得很糟糕。散热问题简直无法忍受。以后不会再考虑这个品牌的产品。,2025-09-08,智能扫地机器人
1097,35,索尼 智能音箱 Standard,SF467,时空盒数字网络有限公司互联网服务,3.6,总体来说还行，操作简单，就是使用说明不清。,2025-09-08,智能音箱
1886,77,松下 智能插座 Pro,BM923,恩悌网络有限公司云计算,1.1,电池寿命问题很严重，完全不值这个价格。,2025-09-08,智能插座
28,66,三星 智能音箱 Ultra,XF063,同兴万点传媒有限公司移动应用开发,3.8,智能音箱的质量还可以，安装方便，不过价格偏高。,2025-09-07,智能音箱
606,16,苹果 智能冰箱 Pro,QV674,恒聪百汇科技有限公司互联网服务,3.0,总体来说还行，兼容性强，就是使用说明不清。,2025-09-07,智能冰箱
1382,94,华为 智能马桶 Max,MO096,昂歌信息传媒有限公司互联网服务,3.5,在做饭时使用还不错，但在其他情况下表现一般。,2025-09-07,智能马桶
1566,43,华为 智能灯具 Max,UJ111,时空盒数字网络有限公司大数据分析,1.7,不推荐这款智能灯具，兼容性差，很失望。,2025-09-06,智能灯具
509,31,西门子 智能音箱 Max,FV053,泰麒麟传媒有限公司人工智能,1.9,收到货后，这款智能音箱功能实现得很糟糕。使用不到一周就出现了异常。唯一值得称赞的可能就是售后服务态度好。,2025-09-05,智能音箱
1733,15,博世 智能洗衣机 Elite,NX044,和泰科技有限公司智能科技,1.8,不推荐这款智能洗衣机，售后服务差，很失望。,2025-09-05,智能洗衣机
1820,48,小米 智能手环 Lite,UG241,华泰通安科技有限公司金融科技,1.4,使用一周后出现故障，耗电量大，售后服务也不好。,2025-09-05,智能手环
427,43,华为 智能灯具 Max,JL382,中建创业网络有限公司信息技术,3.1,在工作时使用还不错，但在其他情况下表现一般。,2025-09-04,智能灯具
662,5,西门子 智能空调 Lite,GM998,华成育卓传媒有限公司智能科技,4.0,这是我用过的最好的智能空调之一，节能环保，性价比很高。,2025-09-04,智能空调
1093,10,美的 智能开关 Elite,PP445,新宇龙信息科技有限公司科技公司,3.1,在工作时使用还不错，但在其他情况下表现一般。,2025-09-04,智能开关
1352,64,华为 智能体重秤 Lite,XE484,易动力网络有限公司物联网,2.5,使用一周后出现故障，操作复杂，售后服务也不好。,2025-09-03,智能体重秤
1596,78,华为 智能音箱 Lite,SG571,凌云信息有限公司区块链技术,4.6,使用了一个月，智能化程度高，没有发现任何问题。,2025-09-03,智能音箱
1904,18,小米 智能门锁 Standard,BM923,恩悌网络有限公司云计算,4.8,说实话，这款智能门锁功能很强大。但是在晚上睡前时表现尤为出色。不太推荐购买。,2025-09-03,智能门锁
305,5,西门子 智能空调 Lite,KM231,鸿睿思博网络有限公司人工智能,2.0,对这款智能空调非常不满意，耗电量大，浪费钱。,2025-09-02,智能空调
189,26,海尔智慧家庭 智能灯具 Standard,UG538,方正科技网络有限公司电子商务,3.2,在早晨起床使用还不错，但在其他情况下表现一般。,2025-09-01,智能灯具
492,74,美的 智能门锁 Plus,XS318,通际名联信息有限公司区块链技术,1.4,收到货后，这款美的 智能门锁 Plus功能实现得很糟糕。使用不到一周就出现了损坏。,2025-09-01,智能门锁
1155,32,谷歌 智能门铃 Pro,UG538,方正科技网络有限公司电子商务,4.3,用了一段时间，这款谷歌 智能门铃 Pro品质很好。遗憾的是特别适合户外活动。在同类产品中算是中等水平。如果非要说缺点的话，说明书不够详细。价格虽高，但物有所值。,2025-09-01,智能门铃
1,70,松下 智能电饭煲 Standard,RD903,创亿网络有限公司大数据分析,2.7,试用了几天，这款松下 智能电饭煲 Standard很失望。主要问题在于音质一般。不推荐任何人购买。,2025-08-31,智能电饭煲
631,42,飞利浦 智能冰箱 Elite,MN973,超艺网络有限公司电子商务,2.3,不推荐这款智能冰箱，稳定性差，很失望。,2025-08-31,智能冰箱
1476,95,索尼 智能灯具 Advanced,UJ111,时空盒数字网络有限公司大数据分析,3.3,这款智能灯具一般，质量很好，但是信号强度有点问题。,2025-08-31,智能灯具
1582,4,飞利浦 智能电视 Elite,QV674,恒聪百汇科技有限公司互联网服务,3.0,智能电视的质量还可以，操作简单，不过操作复杂。,2025-08-31,智能电视
1767,90,松下 智能灯具 Mini,GL585,商软冠联网络有限公司人工智能,4.5,这款产品的一键控制特别好用，在户外活动时特别方便。,2025-08-31,智能灯具
1427,7,格力 智能空调 Elite,XF063,同兴万点传媒有限公司移动应用开发,4.6,体验下来，这款格力 智能空调 Elite非常满意。并且高清画质设计很贴心。如果非要说缺点的话，价格稍微贵了一点。不太推荐购买。,2025-08-30,智能空调
1626,69,博世 智能电饭煲 Ultra,ZI402,巨奥传媒有限公司科技公司,2.4,电池寿命问题很严重，完全不值这个价格。,2025-08-30,智能电饭煲
1141,85,海尔智慧家庭 智能空调 Ultra,NX044,和泰科技有限公司智能科技,2.2,不推荐这款智能空调，安装困难，很失望。,2025-08-29,智能空调
1442,54,LG 智能灯具 Pro,FO691,良诺传媒有限公司金融科技,3.7,对比了市面上几款同类产品后，这款LG 智能灯具 Pro性价比一般。在做饭时时使用体验还不错。不过散热问题有点问题。不太推荐购买。,2025-08-29,智能灯具
486,16,苹果 智能冰箱 Pro,NZ037,昂歌信息科技有限公司生物科技,4.1,这款智能冰箱的语音识别功能很实用，稳定性好。,2025-08-27,智能冰箱
616,47,亚马逊 智能音箱 Lite,HV669,泰麒麟信息有限公司金融科技,2.1,不推荐这款智能音箱，音质一般，很失望。,2025-08-27,智能音箱
1755,53,LG 智能手环 Elite,UK650,思优传媒有限公司网络安全,2.0,不得不说，这款智能手环不推荐购买。使用不到一周就出现了问题。,2025-08-27,智能手环
1776,67,格力 智能窗帘 Plus,LC746,创亿科技有限公司科技公司,4.5,智能窗帘的设计很人性化，续航时间长，值得推荐。,2025-08-27,智能窗帘
1106,97,海尔智慧家庭 智能门铃 Ultra,ZS800,华成育卓网络有限公司物联网,1.5,说实话，这款海尔智慧家庭 智能门铃 Ultra性价比极低。主要问题在于续航时间短。唯一值得称赞的可能就是价格便宜。这钱花得太冤枉了。,2025-08-26,智能门铃
1586,14,谷歌 智能加湿器 Pro,FC408,国讯科技有限公司科技公司,3.9,经过一段时间使用，这款谷歌 智能加湿器 Pro功能基本满足需求。省电模式设计得比较合理。不仅如此连接稳定性有点问题。价格虽高，但物有所值。,2025-08-26,智能加湿器
1588,24,华为 智能摄像头 Standard,ZB457,戴硕电子科技有限公司云计算,3.4,这款产品优缺点都有，续航时间长，但耗电量大。,2025-08-26,智能摄像头
1349,46,博世 智能电饭煲 Max,FO691,良诺传媒有限公司金融科技,3.7,总体来说还行，性价比高，就是功能单一。,2025-08-25,智能电饭煲
1844,51,西门子 智能电饭煲 Basic,NP027,和泰信息有限公司大数据分析,4.6,这是我用过的最好的智能电饭煲之一，功能齐全，性价比很高。,2025-08-25,智能电饭煲
207,8,小米 智能摄像头 Ultra,HC500,和泰科技有限公司区块链技术,4.2,使用了一个月，音质出色，没有发现任何问题。,2025-08-23,智能摄像头
478,97,海尔智慧家庭 智能门铃 Ultra,LM896,趋势网络有限公司移动应用开发,5.0,作为一个经常使用此类产品的人，这款智能门铃非常满意。并且在做饭时时表现尤为出色。和同价位其他产品相比更胜一筹。如果非要说缺点的话，配件可以再多一些。便宜没好货，这句话在这里很适用。,2025-08-23,智能门铃
1446,49,三星 智能冰箱 Standard,YR668,万迅电脑传媒有限公司大数据分析,3.5,我发现，这款智能冰箱也没有特别失望。优点是稳定性好。更让我满意的是在办公环境场景下表现一般。推荐给有需要的朋友。,2025-08-23,智能冰箱
529,75,格力 智能体重秤 Elite,FG235,鸿睿思博网络有限公司科技公司,2.5,对这款智能体重秤非常不满意，续航时间短，浪费钱。,2025-08-22,智能体重秤
773,67,格力 智能窗帘 Plus,SF467,时空盒数字网络有限公司互联网服务,1.3,个人认为，这款格力 智能窗帘 Plus不推荐购买。主要问题在于稳定性差。已经申请退款了。,2025-08-22,智能窗帘
419,41,西门子 智能门铃 Mini,QV674,恒聪百汇科技有限公司互联网服务,1.9,使用后感觉，这款智能门铃完全不符合预期。散热问题简直无法忍受。以后不会再考虑这个品牌的产品。,2025-08-21,智能门铃
489,52,美的 智能加湿器 Advanced,JF161,鑫博腾飞网络有限公司科技公司,4.2,智能加湿器的设计很人性化，反应灵敏，值得推荐。,2025-08-21,智能加湿器
610,79,飞利浦 智能插座 Pro,BB289,通际名联科技有限公司移动应用开发,1.7,对比了市面上几款同类产品后，这款智能插座有严重问题。在看电影时时完全不能正常工作。唯一值得称赞的可能就是价格便宜。这钱花得太冤枉了。,2025-08-20,智能插座
546,14,谷歌 智能加湿器 Pro,UX006,通际名联传媒有限公司云计算,3.1,必须承认，这款谷歌 智能加湿器 Pro也没有特别失望。用了一个月后，智能学习表现不错。更让我满意的是在户外活动场景下表现一般。值得购买。,2025-08-18,智能加湿器
782,21,西门子 智能灯具 Elite,WM652,明腾网络有限公司互联网服务,2.3,作为第一次购买这类产品的新手，这款西门子 智能灯具 Elite质量太差。在早晨起床时完全不能正常工作。不推荐任何人购买。,2025-08-18,智能灯具
1189,76,华为 智能马桶 Elite,RX839,七喜信息有限公司数字科技,4.4,这款产品的自动升级特别好用，在家庭聚会时特别方便。,2025-08-18,智能马桶
549,1,博世 智能洗衣机 Ultra,AS832,思优传媒有限公司生物科技,1.2,使用一周后出现故障，操作复杂，售后服务也不好。,2025-08-17,智能洗衣机
1258,70,松下 智能电饭煲 Standard,GM998,华成育卓传媒有限公司智能科技,1.2,我觉得，这款智能电饭煲质量太差。主要问题在于智能化程度低。,2025-08-17,智能电饭煲
